Census,CountyOrigin,MunicipalityOrigin,DestinationState,DestinationCounty,DestinationMunicipality,LeavingArea,DirectionalCategories,InTown,ModeToWork,TotalEstCommutersOUT,InCityCommutersOUT,OutOfTownCommutersOUT,MarginOfError
2011-2015,Middlesex County,South Brunswick township,New Jersey,Burlington County,Burlington township,out of area,NJ-Southwest,out-of-town,Data-not-available,20,0,20,32
2011-2015,Middlesex County,South Brunswick township,New Jersey,Burlington County,Evesham township,out of area,NJ-Southwest,out-of-town,Data-not-available,8,0,8,14
2011-2015,Middlesex County,South Brunswick township,New Jersey,Burlington County,Mount Laurel township,out of area,NJ-Southwest,out-of-town,Data-not-available,48,0,48,44
2011-2015,Middlesex County,South Brunswick township,New Jersey,Burlington County,New Hanover township,out of area,NJ-Southwest,out-of-town,Data-not-available,8,0,8,12
2011-2015,Middlesex County,South Brunswick township,New Jersey,Burlington County,Springfield township,out of area,NJ-Southwest,out-of-town,Data-not-available,13,0,13,20
2011-2015,Middlesex County,South Brunswick township,New Jersey,Camden County,Cherry Hill township,out of area,NJ-Southwest,out-of-town,Data-not-available,13,0,13,15
2011-2015,Middlesex County,South Brunswick township,New Jersey,Camden County,Gloucester City city,out of area,NJ-Southwest,out-of-town,Data-not-available,8,0,8,11
2011-2015,Middlesex County,South Brunswick township,New Jersey,Cumberland County,Bridgeton city,out of area,NJ-South,out-of-town,Data-not-available,110,0,110,164
2011-2015,Middlesex County,South Brunswick township,New Jersey,Essex County,East Orange city,out of area,NJ-NorthEast,out-of-town,Data-not-available,20,0,20,25
2011-2015,Middlesex County,South Brunswick township,New Jersey,Essex County,Fairfield township,out of area,NJ-NorthEast,out-of-town,Data-not-available,6,0,6,11
2011-2015,Middlesex County,South Brunswick township,New Jersey,Essex County,Livingston township,out of area,NJ-NorthEast,out-of-town,Data-not-available,8,0,8,14
2011-2015,Middlesex County,South Brunswick township,New Jersey,Essex County,Maplewood township,out of area,NJ-NorthEast,out-of-town,Data-not-available,28,0,28,23
2011-2015,Middlesex County,South Brunswick township,New Jersey,Essex County,Millburn township,out of area,NJ-NorthEast,out-of-town,Data-not-available,42,0,42,30
2011-2015,Middlesex County,South Brunswick township,New Jersey,Essex County,Montclair township,out of area,NJ-NorthEast,out-of-town,Data-not-available,23,0,23,37
2011-2015,Middlesex County,South Brunswick township,New Jersey,Essex County,Newark city,out of area,NJ-NorthEast,out-of-town,Data-not-available,343,0,343,115
2011-2015,Middlesex County,South Brunswick township,New Jersey,Essex County,Nutley township,out of area,NJ-NorthEast,out-of-town,Data-not-available,12,0,12,18
2011-2015,Middlesex County,South Brunswick township,New Jersey,Essex County,Roseland borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,31,0,31,30
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hudson County,Bayonne city,out of area,NJ-NorthEast,out-of-town,Data-not-available,16,0,16,25
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hudson County,Hoboken city,out of area,NJ-NorthEast,out-of-town,Data-not-available,28,0,28,32
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hudson County,Jersey City city,out of area,NJ-NorthEast,out-of-town,Data-not-available,423,0,423,115
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hudson County,Kearny town,out of area,NJ-NorthEast,out-of-town,Data-not-available,14,0,14,16
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hudson County,Secaucus town,out of area,NJ-NorthEast,out-of-town,Data-not-available,111,0,111,71
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hudson County,Weehawken township,out of area,NJ-NorthEast,out-of-town,Data-not-available,14,0,14,19
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hunterdon County,Clinton town,out of area,NJ-Northwest,out-of-town,Data-not-available,9,0,9,14
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hunterdon County,Clinton township,out of area,NJ-Northwest,out-of-town,Data-not-available,10,0,10,15
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hunterdon County,Flemington borough,out of area,NJ-Northwest,out-of-town,Data-not-available,76,0,76,76
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hunterdon County,Lebanon borough,out of area,NJ-Northwest,out-of-town,Data-not-available,4,0,4,9
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hunterdon County,Readington township,out of area,NJ-Northwest,out-of-town,Data-not-available,15,0,15,15
2011-2015,Middlesex County,South Brunswick township,New Jersey,Hunterdon County,Union township,out of area,NJ-NorthEast,out-of-town,Data-not-available,10,0,10,16
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,East Windsor township,in area,US1-Southwest,out-of-town,Data-not-available,189,0,189,103
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Ewing township,in area,US1-Northwest,out-of-town,Data-not-available,174,0,174,94
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Hamilton township,in area,US1-Southwest,out-of-town,Data-not-available,104,0,104,56
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Hightstown borough,in area,US1-Southwest,out-of-town,Data-not-available,5,0,5,8
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Hopewell borough,in area,US1-Northwest,out-of-town,Data-not-available,42,0,42,43
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Hopewell township,in area,US1-Northwest,out-of-town,Data-not-available,152,0,152,87
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Lawrence township,in area,US1-Northwest,out-of-town,Data-not-available,451,0,451,145
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Pennington borough,in area,US1-Northwest,out-of-town,Data-not-available,238,0,238,94
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Princeton,in area,US1-Northwest,out-of-town,Data-not-available,1183,0,1183,287
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Robbinsville township,in area,US1-Southwest,out-of-town,Data-not-available,87,0,87,69
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,Trenton city,in area,US1-Northwest,out-of-town,Data-not-available,307,0,307,134
2011-2015,Middlesex County,South Brunswick township,New Jersey,Mercer County,West Windsor township,in area,US1-Southwest,out-of-town,Data-not-available,607,0,607,169
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Carteret borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,18,0,18,21
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Cranbury township,in area,US1-Southwest,out-of-town,Data-not-available,165,0,165,76
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,East Brunswick township,out of area,NJ-NorthEast,out-of-town,Data-not-available,539,0,539,158
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Edison township,out of area,NJ-NorthEast,out-of-town,Data-not-available,1034,0,1034,246
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Highland Park borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,72,0,72,52
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Jamesburg borough,in area,US1-Southeast,out-of-town,Data-not-available,62,0,62,72
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Metuchen borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,38,0,38,32
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Middlesex borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,68,0,68,77
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Milltown borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,73,0,73,51
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Monroe township,in area,US1-Southeast,out-of-town,Data-not-available,255,0,255,116
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,New Brunswick city,in area,US1-Northeast,out-of-town,Data-not-available,1414,0,1414,329
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,North Brunswick township,in area,US1-Northeast,out-of-town,Data-not-available,1016,0,1016,246
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Old Bridge township,out of area,NJ-NorthEast,out-of-town,Data-not-available,214,0,214,90
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Perth Amboy city,out of area,NJ-NorthEast,out-of-town,Data-not-available,82,0,82,62
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Piscataway township,out of area,NJ-NorthEast,out-of-town,Data-not-available,612,0,612,176
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Plainsboro township,in area,US1-Southwest,out-of-town,Data-not-available,751,0,751,175
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Sayreville borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,128,0,128,82
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,South Amboy city,out of area,NJ-NorthEast,out-of-town,Data-not-available,9,0,9,13
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,South Brunswick township,in area,in-town,in-town,Data-not-available,3175,3175,0,396
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,South Plainfield borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,95,0,95,65
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,South River borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,54,0,54,46
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Spotswood borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,49,0,49,62
2011-2015,Middlesex County,South Brunswick township,New Jersey,Middlesex County,Woodbridge township,out of area,NJ-NorthEast,out-of-town,Data-not-available,470,0,470,171
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Aberdeen township,out of area,NJ-Shore,out-of-town,Data-not-available,18,0,18,32
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Allentown borough,out of area,NJ-Shore,out-of-town,Data-not-available,18,0,18,27
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Asbury Park city,out of area,NJ-Shore,out-of-town,Data-not-available,9,0,9,13
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Colts Neck township,out of area,NJ-Shore,out-of-town,Data-not-available,3,0,3,6
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Eatontown borough,out of area,NJ-Shore,out-of-town,Data-not-available,139,0,139,99
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Freehold borough,out of area,NJ-Shore,out-of-town,Data-not-available,11,0,11,18
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Hazlet township,out of area,NJ-Shore,out-of-town,Data-not-available,36,0,36,39
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Holmdel township,out of area,NJ-Shore,out-of-town,Data-not-available,29,0,29,39
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Long Branch city,out of area,NJ-Shore,out-of-town,Data-not-available,7,0,7,16
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Manalapan township,out of area,NJ-Shore,out-of-town,Data-not-available,16,0,16,24
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Marlboro township,out of area,NJ-Shore,out-of-town,Data-not-available,16,0,16,26
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Matawan borough,out of area,NJ-Shore,out-of-town,Data-not-available,15,0,15,25
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Middletown township,out of area,NJ-Shore,out-of-town,Data-not-available,63,0,63,43
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Neptune township,out of area,NJ-Shore,out-of-town,Data-not-available,107,0,107,148
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Oceanport borough,out of area,NJ-Shore,out-of-town,Data-not-available,29,0,29,36
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Red Bank borough,out of area,NJ-Shore,out-of-town,Data-not-available,8,0,8,12
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Sea Bright borough,out of area,NJ-Shore,out-of-town,Data-not-available,19,0,19,31
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,Shrewsbury borough,out of area,NJ-Shore,out-of-town,Data-not-available,22,0,22,26
2011-2015,Middlesex County,South Brunswick township,New Jersey,Monmouth County,West Long Branch borough,out of area,NJ-Shore,out-of-town,Data-not-available,23,0,23,36
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,Denville township,out of area,NJ-NorthEast,out-of-town,Data-not-available,14,0,14,23
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,East Hanover township,out of area,NJ-NorthEast,out-of-town,Data-not-available,53,0,53,41
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,Florham Park borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,14,0,14,17
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,Hanover township,out of area,NJ-NorthEast,out-of-town,Data-not-available,23,0,23,27
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,Madison borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,7,0,7,12
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,Morris township,out of area,NJ-NorthEast,out-of-town,Data-not-available,6,0,6,9
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,Morristown town,out of area,NJ-NorthEast,out-of-town,Data-not-available,14,0,14,23
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,Parsippany-Troy Hills township,out of area,NJ-NorthEast,out-of-town,Data-not-available,67,0,67,42
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,Randolph township,out of area,NJ-NorthEast,out-of-town,Data-not-available,36,0,36,42
2011-2015,Middlesex County,South Brunswick township,New Jersey,Morris County,Rockaway township,out of area,NJ-NorthEast,out-of-town,Data-not-available,27,0,27,42
2011-2015,Middlesex County,South Brunswick township,New Jersey,Ocean County,Bay Head borough,out of area,NJ-Shore,out-of-town,Data-not-available,13,0,13,19
2011-2015,Middlesex County,South Brunswick township,New Jersey,Ocean County,Jackson township,out of area,NJ-Shore,out-of-town,Data-not-available,5,0,5,9
2011-2015,Middlesex County,South Brunswick township,New Jersey,Ocean County,Lakewood township,out of area,NJ-Shore,out-of-town,Data-not-available,7,0,7,11
2011-2015,Middlesex County,South Brunswick township,New Jersey,Ocean County,Toms River township,out of area,NJ-Shore,out-of-town,Data-not-available,20,0,20,31
2011-2015,Middlesex County,South Brunswick township,New Jersey,Passaic County,Clifton city,out of area,NJ-NorthEast,out-of-town,Data-not-available,55,0,55,73
2011-2015,Middlesex County,South Brunswick township,New Jersey,Salem County,Lower Alloways Creek township,out of area,NJ-South,out-of-town,Data-not-available,11,0,11,19
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Bedminster township,out of area,NJ-NorthEast,out-of-town,Data-not-available,117,0,117,70
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Bernards township,out of area,NJ-NorthEast,out-of-town,Data-not-available,125,0,125,96
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Branchburg township,out of area,NJ-NorthEast,out-of-town,Data-not-available,58,0,58,41
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Bridgewater township,out of area,NJ-NorthEast,out-of-town,Data-not-available,321,0,321,103
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Franklin township,in area,US1-Northeast,out-of-town,Data-not-available,1011,0,1011,238
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Green Brook township,out of area,NJ-NorthEast,out-of-town,Data-not-available,18,0,18,20
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Hillsborough township,in area,US1-Northeast,out-of-town,Data-not-available,105,0,105,76
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Manville borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,70,0,70,90
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Millstone borough,out of area,US1-Northeast,out-of-town,Data-not-available,18,0,18,29
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Montgomery township,in area,US1-Northeast,out-of-town,Data-not-available,401,0,401,133
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,North Plainfield borough,out of area,US1-Northeast,out-of-town,Data-not-available,34,0,34,50
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Peapack and Gladstone borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,26,0,26,36
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Raritan borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,49,0,49,45
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Somerville borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,41,0,41,31
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Warren township,out of area,NJ-NorthEast,out-of-town,Data-not-available,370,0,370,147
2011-2015,Middlesex County,South Brunswick township,New Jersey,Somerset County,Watchung borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,23,0,23,26
2011-2015,Middlesex County,South Brunswick township,New Jersey,Sussex County,Hardyston township,out of area,NJ-Northwest,out-of-town,Data-not-available,4,0,4,8
2011-2015,Middlesex County,South Brunswick township,New Jersey,Sussex County,Newton town,out of area,NJ-Northwest,out-of-town,Data-not-available,10,0,10,15
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Berkeley Heights township,out of area,NJ-NorthEast,out-of-town,Data-not-available,10,0,10,17
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Clark township,out of area,NJ-NorthEast,out-of-town,Data-not-available,17,0,17,18
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Cranford township,out of area,NJ-NorthEast,out-of-town,Data-not-available,22,0,22,34
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Elizabeth city,out of area,NJ-NorthEast,out-of-town,Data-not-available,139,0,139,71
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Fanwood borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,7,0,7,12
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Hillside township,out of area,NJ-NorthEast,out-of-town,Data-not-available,60,0,60,89
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Kenilworth borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,13,0,13,22
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Linden city,out of area,NJ-NorthEast,out-of-town,Data-not-available,72,0,72,52
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,New Providence borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,24,0,24,27
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Plainfield city,out of area,NJ-NorthEast,out-of-town,Data-not-available,39,0,39,40
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Rahway city,out of area,NJ-NorthEast,out-of-town,Data-not-available,31,0,31,29
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Roselle borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,34,0,34,38
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Scotch Plains township,out of area,NJ-NorthEast,out-of-town,Data-not-available,12,0,12,19
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Summit city,out of area,NJ-NorthEast,out-of-town,Data-not-available,17,0,17,18
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Union township,out of area,NJ-NorthEast,out-of-town,Data-not-available,53,0,53,52
2011-2015,Middlesex County,South Brunswick township,New Jersey,Union County,Westfield town,out of area,NJ-NorthEast,out-of-town,Data-not-available,17,0,17,27
2009-2013,Middlesex County,Cranbury township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",39,0,39,32
2009-2013,Middlesex County,Cranbury township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Public transportation,192,0,192,71
2011-2015,Middlesex County,Cranbury township,New York,Bronx County,Bronx borough,out of state,NewYork-City,out-of-town,Data-not-available,8,0,8,11
2011-2015,Middlesex County,Cranbury township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Data-not-available,9,0,9,15
2011-2015,Middlesex County,Cranbury township,New York,Nassau County,Hempstead town,out of state,Other area location,out-of-town,Data-not-available,8,0,8,14
2011-2015,Middlesex County,Cranbury township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Data-not-available,216,0,216,84
2011-2015,Middlesex County,Cranbury township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,Data-not-available,5,0,5,10
2009-2013,Middlesex County,Jamesburg borough,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Public transportation,99,0,99,59
2011-2015,Middlesex County,Jamesburg borough,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Data-not-available,11,0,11,20
2011-2015,Middlesex County,Jamesburg borough,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Data-not-available,183,0,183,125
2011-2015,Middlesex County,Jamesburg borough,New York,Onondaga County,Syracuse city,out of state,Other area location,out-of-town,Data-not-available,11,0,11,18
2009-2013,Middlesex County,Monroe township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",218,0,218,101
2009-2013,Middlesex County,Monroe township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",13,0,13,21
2009-2013,Middlesex County,Monroe township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Public transportation,39,0,39,37
2009-2013,Middlesex County,Monroe township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",182,0,182,97
2009-2013,Middlesex County,Monroe township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",23,0,23,27
2009-2013,Middlesex County,Monroe township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Public transportation,804,0,804,175
2009-2013,Middlesex County,Monroe township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Other travel mode,15,0,15,22
2009-2013,Middlesex County,Monroe township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",30,0,30,32
2009-2013,Middlesex County,Monroe township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,Public transportation,50,0,50,68
2009-2013,Middlesex County,Monroe township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",130,0,130,59
2009-2013,Middlesex County,Monroe township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",4,0,4,6
2009-2013,Middlesex County,Monroe township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,Public transportation,14,0,14,21
2011-2015,Middlesex County,Monroe township,New York,Bronx County,Bronx borough,out of state,NewYork-City,out-of-town,Data-not-available,18,0,18,28
2011-2015,Middlesex County,Monroe township,New York,Dutchess County,Wappinger town,out of state,Other area location,out-of-town,Data-not-available,12,0,12,20
2011-2015,Middlesex County,Monroe township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Data-not-available,231,0,231,89
2011-2015,Middlesex County,Monroe township,New York,Nassau County,Glen Cove city,out of state,Other area location,out-of-town,Data-not-available,9,0,9,15
2011-2015,Middlesex County,Monroe township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Data-not-available,985,0,985,191
2011-2015,Middlesex County,Monroe township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,Data-not-available,98,0,98,98
2011-2015,Middlesex County,Monroe township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,Data-not-available,55,0,55,41
2011-2015,Middlesex County,Monroe township,New York,Westchester County,Mount Vernon city,out of state,Other area location,out-of-town,Data-not-available,25,0,25,32
2009-2013,Middlesex County,New Brunswick city,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",39,0,39,34
2009-2013,Middlesex County,New Brunswick city,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",44,0,44,29
2009-2013,Middlesex County,New Brunswick city,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Public transportation,399,0,399,120
2009-2013,Middlesex County,New Brunswick city,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Other travel mode,15,0,15,23
2009-2013,Middlesex County,New Brunswick city,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",15,0,15,20
2009-2013,Middlesex County,New Brunswick city,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,Public transportation,10,0,10,17
2009-2013,Middlesex County,New Brunswick city,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",29,0,29,36
2009-2013,Middlesex County,New Brunswick city,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",9,0,9,15
2011-2015,Middlesex County,New Brunswick city,New York,Bronx County,Bronx borough,out of state,NewYork-City,out-of-town,Data-not-available,29,0,29,33
2011-2015,Middlesex County,New Brunswick city,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Data-not-available,7,0,7,11
2011-2015,Middlesex County,New Brunswick city,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Data-not-available,554,0,554,132
2011-2015,Middlesex County,New Brunswick city,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,Data-not-available,91,0,91,86
2011-2015,Middlesex County,New Brunswick city,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,Data-not-available,24,0,24,25
2011-2015,Middlesex County,New Brunswick city,New York,Wayne County,Arcadia town,out of state,Other area location,out-of-town,Data-not-available,11,0,11,17
2011-2015,Middlesex County,New Brunswick city,New York,Westchester County,Mount Pleasant town,out of state,Other area location,out-of-town,Data-not-available,5,0,5,9
2009-2013,Middlesex County,North Brunswick township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",101,0,101,78
2009-2013,Middlesex County,North Brunswick township,New York,Kings County,Brooklyn borough,out of state,NewYork-City,out-of-town,Public transportation,25,0,25,25
2009-2013,Middlesex County,North Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",199,0,199,114
2009-2013,Middlesex County,North Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",5,0,5,8
2009-2013,Middlesex County,North Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Public transportation,1230,0,1230,255
2009-2013,Middlesex County,North Brunswick township,New York,New York County,Manhattan borough,out of state,NewYork-City,out-of-town,Other travel mode,68,0,68,84
2009-2013,Middlesex County,North Brunswick township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",33,0,33,34
2009-2013,Middlesex County,North Brunswick township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Carpooled",12,0,12,19
2009-2013,Middlesex County,North Brunswick township,New York,Queens County,Queens borough,out of state,NewYork-City,out-of-town,Public transportation,94,0,94,103
2009-2013,Middlesex County,North Brunswick township,New York,Richmond County,Staten Island borough,out of state,NewYork-City,out-of-town,"Car, truck, or van: Drove alone",54,0,54,64
